-1.01 88 0 0 1067 0 0 0.0761905 0.141593 0.0761905 1 1 1
-0.99 42 46 0 236 831 0 0.755844 0.229508 0.151079 0.477273 0.477273 0.221181
-0.97 42 46 0 226 841 0 0.764502 0.235955 0.156716 0.477273 0.477273 0.211809
-0.95 41 47 0 208 859 0 0.779221 0.243323 0.164659 0.465909 0.465909 0.194939
-0.93 39 49 0 197 870 0 0.787013 0.240741 0.165254 0.443182 0.443182 0.18463
-0.91 39 49 0 182 885 0 0.8 0.252427 0.176471 0.443182 0.443182 0.170572
-0.89 38 50 0 173 894 0 0.806926 0.254181 0.180095 0.431818 0.431818 0.162137
-0.87 38 50 0 161 906 0 0.817316 0.264808 0.190955 0.431818 0.431818 0.15089
-0.85 37 51 0 151 916 0 0.825108 0.268116 0.196809 0.420455 0.420455 0.141518
-0.83 36 52 0 141 926 0 0.8329 0.271698 0.20339 0.409091 0.409091 0.132146
-0.81 35 53 0 131 936 0 0.840693 0.275591 0.210843 0.397727 0.397727 0.122774
-0.79 33 55 0 124 943 0 0.845022 0.269388 0.210191 0.375 0.375 0.116214
-0.77 33 55 0 114 953 0 0.85368 0.280851 0.22449 0.375 0.375 0.106842
-0.75 33 55 0 105 962 0 0.861472 0.292035 0.23913 0.375 0.375 0.0984067
-0.73 33 55 0 102 965 0 0.864069 0.295964 0.244444 0.375 0.375 0.0955951
-0.71 32 56 0 91 976 0 0.872727 0.303318 0.260163 0.363636 0.363636 0.0852858
-0.69 31 57 0 84 983 0 0.877922 0.305419 0.269565 0.352273 0.352273 0.0787254
-0.67 31 57 0 76 991 0 0.884848 0.317949 0.28972 0.352273 0.352273 0.0712277
-0.65 30 58 0 70 997 0 0.889178 0.319149 0.3 0.340909 0.340909 0.0656045
-0.63 30 58 0 63 1004 0 0.895238 0.331492 0.322581 0.340909 0.340909 0.059044
-0.61 30 58 0 59 1008 0 0.898701 0.338983 0.337079 0.340909 0.340909 0.0552952
-0.59 30 58 0 55 1012 0 0.902165 0.346821 0.352941 0.340909 0.340909 0.0515464
-0.57 30 58 0 52 1015 0 0.904762 0.352941 0.365854 0.340909 0.340909 0.0487348
-0.55 29 59 0 46 1021 0 0.909091 0.355828 0.386667 0.329545 0.329545 0.0431115
-0.53 29 59 0 43 1024 0 0.911688 0.3625 0.402778 0.329545 0.329545 0.0402999
-0.51 29 59 0 42 1025 0 0.912554 0.36478 0.408451 0.329545 0.329545 0.0393627
-0.49 27 61 0 39 1028 0 0.91342 0.350649 0.409091 0.306818 0.306818 0.0365511
-0.47 27 61 0 37 1030 0 0.915152 0.355263 0.421875 0.306818 0.306818 0.0346767
-0.45 26 62 0 35 1032 0 0.916017 0.348993 0.42623 0.295455 0.295455 0.0328023
-0.43 25 63 0 34 1033 0 0.916017 0.340136 0.423729 0.284091 0.284091 0.031865
-0.41 25 63 0 34 1033 0 0.916017 0.340136 0.423729 0.284091 0.284091 0.031865
-0.39 25 63 0 30 1037 0 0.919481 0.34965 0.454545 0.284091 0.284091 0.0281162
-0.37 25 63 0 27 1040 0 0.922078 0.357143 0.480769 0.284091 0.284091 0.0253046
-0.35 25 63 0 25 1042 0 0.92381 0.362319 0.5 0.284091 0.284091 0.0234302
-0.33 25 63 0 24 1043 0 0.924675 0.364964 0.510204 0.284091 0.284091 0.022493
-0.31 25 63 0 23 1044 0 0.925541 0.367647 0.520833 0.284091 0.284091 0.0215558
-0.29 25 63 0 21 1046 0 0.927273 0.373134 0.543478 0.284091 0.284091 0.0196813
-0.27 25 63 0 20 1047 0 0.928139 0.37594 0.555556 0.284091 0.284091 0.0187441
-0.25 25 63 0 18 1049 0 0.92987 0.381679 0.581395 0.284091 0.284091 0.0168697
-0.23 25 63 0 18 1049 0 0.92987 0.381679 0.581395 0.284091 0.284091 0.0168697
-0.21 25 63 0 16 1051 0 0.931602 0.387597 0.609756 0.284091 0.284091 0.0149953
-0.19 25 63 0 15 1052 0 0.932468 0.390625 0.625 0.284091 0.284091 0.0140581
-0.17 25 63 0 14 1053 0 0.933333 0.393701 0.641026 0.284091 0.284091 0.0131209
-0.15 25 63 0 14 1053 0 0.933333 0.393701 0.641026 0.284091 0.284091 0.0131209
-0.13 25 63 0 14 1053 0 0.933333 0.393701 0.641026 0.284091 0.284091 0.0131209
-0.11 25 63 0 14 1053 0 0.933333 0.393701 0.641026 0.284091 0.284091 0.0131209
-0.0900003 25 63 0 14 1053 0 0.933333 0.393701 0.641026 0.284091 0.284091 0.0131209
-0.0700003 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
-0.0500003 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
-0.0300003 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
-0.0100003 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
0.00999966 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
0.0299997 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
0.0499997 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
0.0699997 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
0.0899997 24 64 0 14 1053 0 0.932468 0.380952 0.631579 0.272727 0.272727 0.0131209
0.11 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.13 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.15 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.17 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.19 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.21 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.23 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.25 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.27 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.29 24 64 0 13 1054 0 0.933333 0.384 0.648649 0.272727 0.272727 0.0121837
0.31 24 64 0 12 1055 0 0.934199 0.387097 0.666667 0.272727 0.272727 0.0112465
0.33 24 64 0 12 1055 0 0.934199 0.387097 0.666667 0.272727 0.272727 0.0112465
0.35 24 64 0 12 1055 0 0.934199 0.387097 0.666667 0.272727 0.272727 0.0112465
0.37 24 64 0 12 1055 0 0.934199 0.387097 0.666667 0.272727 0.272727 0.0112465
0.39 23 65 0 12 1055 0 0.933333 0.373984 0.657143 0.261364 0.261364 0.0112465
0.41 23 65 0 12 1055 0 0.933333 0.373984 0.657143 0.261364 0.261364 0.0112465
0.43 23 65 0 11 1056 0 0.934199 0.377049 0.676471 0.261364 0.261364 0.0103093
0.45 23 65 0 11 1056 0 0.934199 0.377049 0.676471 0.261364 0.261364 0.0103093
0.47 22 66 0 11 1056 0 0.933333 0.363636 0.666667 0.25 0.25 0.0103093
0.49 22 66 0 11 1056 0 0.933333 0.363636 0.666667 0.25 0.25 0.0103093
0.51 22 66 0 11 1056 0 0.933333 0.363636 0.666667 0.25 0.25 0.0103093
0.53 21 67 0 11 1056 0 0.932468 0.35 0.65625 0.238636 0.238636 0.0103093
